task_1	task_2	acc	recall	precision	f1
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.61	0.9233333333333333	0.5676229508196722	0.7030456852791879
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.61	0.9233333333333333	0.5676229508196722	0.7030456852791879
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.6925	0.93	0.6878698224852071	0.7908163265306122
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.61	0.9233333333333333	0.5676229508196722	0.7030456852791879
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.685	0.942	0.6786743515850144	0.7889447236180904
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.69875	0.932	0.6924219910846954	0.794543904518329
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.5533333333333333	0.9133333333333333	0.5310077519379846	0.6715686274509804
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.575	0.9	0.5454545454545454	0.679245283018868
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.6033333333333334	0.91	0.5640495867768595	0.6964285714285714
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__0__42	0.985	1.0	0.970873786407767	0.9852216748768473
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__0__42	0.679	1.0	0.6090133982947625	0.757002271006813
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__1__42	0.985	1.0	0.970873786407767	0.9852216748768473
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__1__42	0.679	1.0	0.6090133982947625	0.757002271006813
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__2__42	0.985	1.0	0.970873786407767	0.9852216748768473
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__2__42	0.679	1.0	0.6090133982947625	0.757002271006813
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__3__42	0.985	1.0	0.970873786407767	0.9852216748768473
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__3__42	0.679	1.0	0.6090133982947625	0.757002271006813
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__0__0	0.984	1.0	0.9689922480620154	0.9842519685039369
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__0__0	0.67	1.0	0.6024096385542169	0.7518796992481204
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__0__1	0.979	1.0	0.9596928982725528	0.9794319294809011
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__0__1	0.674	1.0	0.6053268765133172	0.7541478129713424
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__0__2	0.989	1.0	0.9784735812133072	0.9891196834817012
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__0__2	0.675	1.0	0.6060606060606061	0.7547169811320755
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__0__3	0.983	1.0	0.9671179883945842	0.9832841691248771
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__0__3	0.685	1.0	0.6134969325153374	0.7604562737642586
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__0__4	0.971	0.998	0.9468690702087287	0.9717624148003894
HIGH_VS_95LOW__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__0__4	0.69	0.998	0.6175742574257426	0.7629969418960244
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__0__42	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__1__42	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__2__42	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__3__42	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__0__0	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__0__1	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__0__2	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__0__3	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__0__4	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.5533333333333333	1.0	0.528169014084507	0.6912442396313364
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.5533333333333333	1.0	0.528169014084507	0.6912442396313364
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.665	1.0	0.6510416666666666	0.7886435331230284
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.5533333333333333	1.0	0.528169014084507	0.6912442396313364
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.66	1.0	0.6476683937823834	0.7861635220125786
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.66625	1.0	0.651890482398957	0.7892659826361483
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.5433333333333333	1.0	0.5226480836236934	0.6864988558352403
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.5683333333333334	1.0	0.5366726296958855	0.6984866123399301
HIGH_VS_95LOW__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.5516666666666666	0.9966666666666667	0.527336860670194	0.6897347174163784
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__0__42	0.897	0.922	0.878095238095238	0.8995121951219512
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__0__42	0.915	0.922	0.9092702169625246	0.9155908639523337
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__1__42	0.897	0.922	0.878095238095238	0.8995121951219512
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__1__42	0.915	0.922	0.9092702169625246	0.9155908639523337
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__2__42	0.897	0.922	0.878095238095238	0.8995121951219512
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__2__42	0.915	0.922	0.9092702169625246	0.9155908639523337
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__3__42	0.897	0.922	0.878095238095238	0.8995121951219512
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__3__42	0.915	0.922	0.9092702169625246	0.9155908639523337
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__0__0	0.896	0.938	0.8653136531365314	0.9001919385796545
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__0__0	0.921	0.938	0.90715667311412	0.9223205506391348
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__0__1	0.876	0.926	0.8418181818181818	0.8819047619047619
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__0__1	0.907	0.926	0.8921001926782274	0.9087340529931306
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__0__2	0.881	0.902	0.8656429942418427	0.8834476003917728
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__0__2	0.903	0.902	0.9038076152304609	0.9029029029029029
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__0__3	0.891	0.934	0.860036832412523	0.8954937679769894
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__0__3	0.92	0.934	0.9085603112840467	0.9211045364891518
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_95LOW__HR2P__auto__0__4	0.877	0.898	0.8618042226487524	0.8795298726738492
HIGH_VS_LOOSER__HR2P__auto__0__4	HIGH_VS_LOOSER__HR2P__auto__0__4	0.881	0.898	0.8684719535783365	0.8829891838741396
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__0__42	0.95125	0.922	1.0	0.959417273673257
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__1__42	0.955	0.91	1.0	0.9528795811518325
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__2__42	0.95125	0.922	1.0	0.959417273673257
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__3__42	0.955	0.91	1.0	0.9528795811518325
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__0__0	0.96125	0.938	1.0	0.9680082559339525
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__0__1	0.95375	0.926	1.0	0.9615784008307372
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.9516666666666667	0.9033333333333333	1.0	0.9492119089316988
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__0__3	0.9633333333333334	0.9266666666666666	1.0	0.9619377162629758
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PSR__0__4	0.9416666666666667	0.8833333333333333	1.0	0.9380530973451328
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.59	0.91	0.5548780487804879	0.6893939393939394
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.59	0.91	0.5548780487804879	0.6893939393939394
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.6775	0.922	0.6779411764705883	0.7813559322033898
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.59	0.91	0.5548780487804879	0.6893939393939394
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.68875	0.938	0.6826783114992722	0.7902274641954508
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.69375	0.926	0.6900149031296572	0.7907771135781384
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.5533333333333333	0.9033333333333333	0.5313725490196078	0.6691358024691358
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.5966666666666667	0.9266666666666666	0.5582329317269076	0.6967418546365914
HIGH_VS_LOOSER__HR2P__auto__0__4	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.5766666666666667	0.8833333333333333	0.5475206611570248	0.6760204081632654
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_95LOW__HR2P__auto__0__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_LOOSER__HR2P__auto__0__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_95LOW__HR2P__auto__1__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_LOOSER__HR2P__auto__1__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_95LOW__HR2P__auto__2__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_LOOSER__HR2P__auto__2__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_95LOW__HR2P__auto__3__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_LOOSER__HR2P__auto__3__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_95LOW__HR2P__auto__0__0	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_LOOSER__HR2P__auto__0__0	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_95LOW__HR2P__auto__0__1	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_LOOSER__HR2P__auto__0__1	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_95LOW__HR2P__auto__0__2	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_LOOSER__HR2P__auto__0__2	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_95LOW__HR2P__auto__0__3	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_LOOSER__HR2P__auto__0__3	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_95LOW__HR2P__auto__0__4	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	HIGH_VS_LOOSER__HR2P__auto__0__4	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__42	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PSR__1__42	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PSR__2__42	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PSR__3__42	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__0	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__1	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__2	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__3	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__4	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.625	1.0	0.625	0.7692307692307693
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.625	1.0	0.625	0.7692307692307693
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.625	1.0	0.625	0.7692307692307693
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_95LOW__HR2P__auto__0__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_LOOSER__HR2P__auto__0__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_95LOW__HR2P__auto__1__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_LOOSER__HR2P__auto__1__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_95LOW__HR2P__auto__2__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_LOOSER__HR2P__auto__2__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_95LOW__HR2P__auto__3__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_LOOSER__HR2P__auto__3__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_95LOW__HR2P__auto__0__0	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_LOOSER__HR2P__auto__0__0	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_95LOW__HR2P__auto__0__1	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_LOOSER__HR2P__auto__0__1	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_95LOW__HR2P__auto__0__2	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_LOOSER__HR2P__auto__0__2	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_95LOW__HR2P__auto__0__3	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_LOOSER__HR2P__auto__0__3	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_95LOW__HR2P__auto__0__4	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	HIGH_VS_LOOSER__HR2P__auto__0__4	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__42	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PSR__1__42	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PSR__2__42	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PSR__3__42	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__0	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__1	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__2	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__3	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__4	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.625	1.0	0.625	0.7692307692307693
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.625	1.0	0.625	0.7692307692307693
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.625	1.0	0.625	0.7692307692307693
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_95LOW__HR2P__auto__0__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_LOOSER__HR2P__auto__0__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_95LOW__HR2P__auto__1__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_LOOSER__HR2P__auto__1__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_95LOW__HR2P__auto__2__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_LOOSER__HR2P__auto__2__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_95LOW__HR2P__auto__3__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_LOOSER__HR2P__auto__3__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_95LOW__HR2P__auto__0__0	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_LOOSER__HR2P__auto__0__0	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_95LOW__HR2P__auto__0__1	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_LOOSER__HR2P__auto__0__1	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_95LOW__HR2P__auto__0__2	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_LOOSER__HR2P__auto__0__2	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_95LOW__HR2P__auto__0__3	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_LOOSER__HR2P__auto__0__3	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_95LOW__HR2P__auto__0__4	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	HIGH_VS_LOOSER__HR2P__auto__0__4	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__42	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__2__42	ONE_VS_ONE__HR2P__HR2PSR__1__42	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__2__42	ONE_VS_ONE__HR2P__HR2PSR__2__42	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__2__42	ONE_VS_ONE__HR2P__HR2PSR__3__42	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__0	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__1	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__2	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__3	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__4	1.0	1.0	1.0	1.0
ONE_VS_ONE__HR2P__HR2PSR__2__42	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.625	1.0	0.625	0.7692307692307693
ONE_VS_ONE__HR2P__HR2PSR__2__42	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.5	1.0	0.5	0.6666666666666666
ONE_VS_ONE__HR2P__HR2PSR__2__42	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.625	1.0	0.625	0.7692307692307693
ONE_VS_ONE__HR2P__HR2PSR__2__42	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.625	1.0	0.625	0.7692307692307693
